date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-02-25,2,-1,0.0,5.5,1,1,8,08:54 AM,08:35 PM,07:38 AM,06:35 PM,0,-2,1,-2,13,100,96,0.0,1015,2,3,340,8
2020-02-26,-0,-8,0.2,5.5,1,1,15,09:16 AM,09:36 PM,07:36 AM,06:36 PM,-2,-5,-2,-5,14,90,93,1.7,1015,-0,7,341,9
2020-02-27,5,-4,6.2,5.5,1,1,23,09:37 AM,10:36 PM,07:35 AM,06:37 PM,-2,-4,1,-4,29,86,82,9.1,993,5,6,181,18
2020-02-28,-3,-7,1.4,5.5,1,1,30,09:59 AM,11:38 PM,07:33 AM,06:39 PM,-9,-11,-5,-11,28,94,76,3.1,1003,-3,4,254,21
2020-02-29,-7,-10,1.6,5.5,1,1,38,10:23 AM,No moonset,07:31 AM,06:40 PM,-11,-13,-8,-13,14,98,83,2.2,1010,-7,4,305,11
2020-03-01,-6,-12,0.5,5.6,1,1,44,10:51 AM,12:39 AM,07:30 AM,06:41 PM,-12,-12,-9,-12,10,79,80,0.4,1019,-6,9,296,6
2020-03-02,3,-8,0.3,5.6,1,1,51,11:23 AM,01:43 AM,07:28 AM,06:43 PM,-3,-6,-1,-6,37,85,87,1.5,1011,3,8,171,22
2020-03-03,5,-1,0.0,5.6,1,1,58,12:03 PM,02:46 AM,07:26 AM,06:44 PM,2,1,3,1,13,92,96,1.6,1003,5,4,171,6
2020-03-04,4,-0,0.8,8.6,1,1,65,12:51 PM,03:49 AM,07:24 AM,06:45 PM,-1,-2,2,-2,28,78,81,1.1,999,4,7,276,18
2020-03-05,2,-3,0.5,5.6,1,1,73,01:50 PM,04:47 AM,07:23 AM,06:47 PM,-3,-3,-1,-3,12,78,85,0.7,1017,2,8,325,7
2020-03-06,3,-3,0.3,5.6,1,1,80,02:59 PM,05:39 AM,07:21 AM,06:48 PM,-2,-4,-0,-4,18,94,90,1.0,1017,3,8,346,13
2020-03-07,-3,-9,0.0,11.3,1,1,87,04:14 PM,06:24 AM,07:19 AM,06:49 PM,-9,-11,-5,-11,23,33,77,0.0,1026,-3,10,122,18
2020-03-08,4,-5,0.0,11.3,1,1,95,05:34 PM,07:03 AM,07:17 AM,06:51 PM,-4,-4,-1,-4,17,32,78,0.0,1025,4,10,189,10
2020-03-09,9,1,0.0,11.4,1,1,100,06:54 PM,07:37 AM,07:15 AM,06:52 PM,2,2,5,2,25,41,83,0.2,1022,9,10,183,13
2020-03-10,9,5,0.0,5.7,1,1,100,08:14 PM,08:06 AM,07:14 AM,06:53 PM,5,4,7,4,36,95,91,3.4,1013,9,6,180,18
2020-03-11,-1,-4,0.0,5.7,1,1,84,09:34 PM,08:35 AM,07:12 AM,06:55 PM,-6,-5,-2,-5,13,58,75,0.0,1022,-1,10,234,10
2020-03-12,6,-2,0.0,5.7,1,1,76,10:51 PM,09:04 AM,07:10 AM,06:56 PM,-1,-0,2,-0,15,72,79,0.0,1021,6,10,170,9
2020-03-13,6,1,0.0,8.7,1,1,69,No moonrise,09:35 AM,07:08 AM,06:57 PM,1,-1,4,-1,37,46,81,4.3,1009,6,9,221,21
2020-03-14,3,-2,0.0,11.5,1,1,62,12:08 AM,10:08 AM,07:06 AM,06:58 PM,-5,-4,0,-4,29,24,67,0.0,1022,3,10,305,19
2020-03-15,-2,-9,0.0,11.6,1,1,55,01:21 AM,10:47 AM,07:04 AM,07:00 PM,-10,-10,-4,-10,21,20,62,0.0,1035,-2,10,122,16
2020-03-16,3,-7,0.0,11.6,1,1,47,02:28 AM,11:33 AM,07:02 AM,07:01 PM,-11,-6,-3,-6,18,34,56,0.0,1034,3,10,220,11
