date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-02-28,31,24,0.0,11.6,1,1,30,09:42 AM,10:24 PM,06:26 AM,06:16 PM,17,28,28,27,12,14,55,0.0,1016,31,10,256,9
2020-02-29,31,24,0.0,11.6,1,1,38,10:19 AM,11:13 PM,06:26 AM,06:16 PM,17,28,28,27,15,13,54,0.0,1017,31,10,193,10
2020-03-01,31,24,0.0,11.6,1,1,44,10:59 AM,No moonset,06:25 AM,06:16 PM,19,29,29,27,12,13,61,0.0,1015,31,10,259,9
2020-03-02,31,24,0.0,11.6,1,1,51,11:44 AM,12:04 AM,06:25 AM,06:16 PM,20,29,29,27,15,7,66,0.0,1013,31,10,247,11
2020-03-03,32,24,0.0,11.6,1,1,58,12:32 PM,12:57 AM,06:24 AM,06:17 PM,20,29,29,27,14,22,64,0.0,1013,32,10,197,10
2020-03-04,31,24,0.0,11.6,1,1,65,01:26 PM,01:53 AM,06:23 AM,06:17 PM,21,30,30,27,14,24,69,0.0,1013,31,10,271,10
2020-03-05,31,24,0.0,11.6,1,1,73,02:24 PM,02:50 AM,06:23 AM,06:17 PM,21,30,30,27,16,17,69,0.0,1013,31,10,277,12
2020-03-06,31,25,0.0,11.6,1,1,80,03:26 PM,03:47 AM,06:22 AM,06:17 PM,21,30,30,28,15,19,66,0.0,1015,31,10,209,11
2020-03-07,31,24,0.0,11.6,1,1,87,04:29 PM,04:42 AM,06:21 AM,06:17 PM,18,29,29,28,15,13,56,0.0,1015,31,10,207,11
2020-03-08,31,25,0.0,11.6,1,1,95,05:33 PM,05:35 AM,06:21 AM,06:18 PM,19,29,29,28,14,10,59,0.0,1014,31,10,208,10
2020-03-09,32,25,0.0,11.6,1,1,100,06:34 PM,06:25 AM,06:20 AM,06:18 PM,19,30,30,28,15,12,60,0.0,1015,32,10,211,10
2020-03-10,32,25,0.0,10.2,1,1,100,07:36 PM,07:13 AM,06:19 AM,06:18 PM,21,31,31,28,13,31,66,0.5,1015,32,10,188,10
2020-03-11,32,25,0.0,11.6,1,1,84,08:36 PM,08:00 AM,06:19 AM,06:18 PM,20,30,30,28,12,13,61,0.0,1013,32,10,197,9
2020-03-12,32,25,0.0,10.2,1,1,76,09:37 PM,08:46 AM,06:18 AM,06:18 PM,21,30,30,28,13,33,65,0.5,1012,32,10,219,10
2020-03-13,32,24,0.0,11.6,1,1,69,10:37 PM,09:34 AM,06:17 AM,06:18 PM,20,30,30,28,13,24,64,0.0,1013,32,10,203,9
2020-03-14,31,25,0.0,10.2,1,1,62,11:37 PM,10:22 AM,06:17 AM,06:19 PM,21,30,30,28,12,48,68,0.6,1015,31,10,226,8
2020-03-15,32,25,0.0,10.2,1,1,55,No moonrise,11:14 AM,06:16 AM,06:19 PM,21,31,31,28,14,36,69,0.1,1015,32,10,263,10
2020-03-16,32,25,0.0,10.2,1,1,47,12:35 AM,12:06 PM,06:15 AM,06:19 PM,21,31,31,28,12,36,68,3.5,1014,32,10,223,9
