date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-02-28,15,5,0.0,11.3,1,1,30,10:14 AM,11:22 PM,07:21 AM,06:50 PM,2,8,10,8,26,0,60,0.0,1026,15,10,266,17
2020-02-29,17,8,0.0,10.1,1,1,38,10:45 AM,No moonset,07:20 AM,06:51 PM,4,11,12,11,23,28,60,0.0,1027,17,10,265,13
2020-03-01,18,12,0.0,8.6,1,1,44,11:21 AM,12:16 AM,07:18 AM,06:52 PM,9,14,15,14,23,39,69,0.0,1023,18,10,159,14
2020-03-02,20,14,0.0,5.7,1,1,51,12:00 PM,01:12 AM,07:17 AM,06:53 PM,15,18,18,18,37,72,83,2.0,1016,20,10,197,22
2020-03-03,22,18,0.0,5.7,1,1,58,12:45 PM,02:10 AM,07:16 AM,06:53 PM,18,20,21,20,25,77,87,1.7,1013,22,10,227,14
2020-03-04,22,14,0.0,5.7,1,1,65,01:37 PM,03:08 AM,07:15 AM,06:54 PM,18,19,20,19,29,91,94,17.0,1012,22,9,220,16
2020-03-05,18,15,0.0,5.7,1,1,73,02:35 PM,04:06 AM,07:14 AM,06:55 PM,14,16,16,16,25,82,87,6.1,1014,18,8,320,17
2020-03-06,17,12,0.0,11.4,1,1,80,03:40 PM,05:01 AM,07:13 AM,06:55 PM,5,12,14,12,32,9,57,0.0,1026,17,10,235,21
2020-03-07,16,8,0.0,11.4,1,1,87,04:48 PM,05:52 AM,07:12 AM,06:56 PM,2,10,12,10,26,22,52,0.0,1030,16,10,45,17
2020-03-08,17,11,0.0,10.1,1,1,95,05:59 PM,06:38 AM,07:10 AM,06:57 PM,9,13,14,13,31,30,69,0.0,1030,17,10,123,21
2020-03-09,19,15,0.0,5.7,1,1,100,07:09 PM,07:22 AM,07:09 AM,06:57 PM,14,17,17,17,30,61,82,1.4,1029,19,10,140,18
2020-03-10,21,17,0.0,8.7,1,1,100,08:18 PM,08:01 AM,07:08 AM,06:58 PM,16,19,19,19,19,61,83,0.2,1026,21,10,196,12
2020-03-11,22,17,0.0,11.5,1,1,84,09:27 PM,08:40 AM,07:07 AM,06:59 PM,16,19,20,19,19,22,84,0.0,1021,22,10,225,11
2020-03-12,22,17,0.0,11.5,1,1,76,10:35 PM,09:19 AM,07:06 AM,06:59 PM,17,19,20,19,22,20,88,0.0,1017,22,8,205,14
2020-03-13,23,18,0.0,11.6,1,1,69,11:42 PM,09:59 AM,07:04 AM,07:00 PM,18,20,21,20,16,27,88,0.0,1020,23,7,198,10
2020-03-14,23,18,0.0,11.6,1,1,62,No moonrise,10:41 AM,07:03 AM,07:01 PM,17,20,21,20,15,6,80,0.0,1024,23,10,139,9
2020-03-15,26,18,0.0,11.6,1,1,55,12:47 AM,11:28 AM,07:02 AM,07:01 PM,17,22,22,21,12,13,80,0.0,1024,26,10,247,7
2020-03-16,24,17,0.0,11.6,1,1,47,01:50 AM,12:17 PM,07:01 AM,07:02 PM,17,20,21,20,15,26,84,0.0,1023,24,8,114,10
